BVP,Heart Rate,Alpha,Beta,Gamma,Label
21.104,80.847,3.713,-1.686,0.195,1
20.525,80.847,0.461,-0.94,1.781,1
19.422,80.847,-3.008,3.475,2.382,1
18.654,80.847,0.503,-3.346,0.199,1
18.442,83.478,1.547,2.146,-1.385,1
18.447,83.483,0.203,-1.715,-1.564,1
18.436,83.483,-1.718,0.352,-0.672,1
18.385,83.483,-0.273,0.477,0.113,1
18.349,83.483,2.323,0.356,0.343,1
18.451,83.483,-0.771,-2.106,1.025,1
18.992,83.483,-1.446,3.031,1.757,1
19.64,83.483,0.652,-1.721,-0.019,1
19.962,83.483,1.109,-1.796,0.656,1
20.023,83.483,-1.083,3.846,0.896,1
20.021,83.483,-0.203,-3.528,-2.254,1
20.352,80.005,-1.52,2.01,0.996,2
20.328,80.005,1.278,-0.012,2.689,2
20.36,80.005,1.271,-0.978,1.366,2
20.405,80.005,-2.046,2.591,-0.554,2
20.437,80.005,1.114,-3.597,0.062,2
20.455,80.005,0.704,3.139,-1.613,2
20.471,80.005,-2.782,-2.083,-0.571,2
20.473,80.005,1.207,1.742,-1.848,2
20.451,80.005,3.485,-1.203,1.633,2
20.407,80.005,-3.43,-0.068,2.114,2
20.456,80.005,-3.241,1.137,-0.715,2
20.87,80.005,7.098,-2.62,1.068,2
21.36,80.005,-1.526,4.297,-1.048,2
21.578,80.005,-6.434,-4.867,-3.385,2
21.594,80.005,6.094,2.812,0.196,2
21.571,80.005,1.566,-0.759,2.149,2
21.576,80.005,-6.43,0.304,0.014,2
21.591,80.005,3.245,-0.883,1.545,2
21.218,80.005,2.922,2.834,0.991,2
20.473,80.005,-4.353,-4.035,-1.035,2
19.987,80.005,0.248,2.921,-1.186,2
19.867,80,3.259,-1.576,-4.388,2
19.863,80.005,-1.295,-0.463,0.742,2
19.826,80.005,-2.798,2.246,0.214,2
19.764,80.005,2.522,-4.065,-2.53,2
19.733,80.005,0.354,6.03,2.075,2
19.752,80.005,-0.198,-6.352,0.969,2
19.787,80.005,-0.747,3.326,-1.362,2
19.803,80.005,-2.272,2.218,0.861,2
19.816,80.005,5.06,-6.549,0.464,2
19.819,80.005,-1.265,8.199,0.636,2
19.812,80.005,-4.709,-7.62,-0.044,2
19.79,80.005,4.934,6.794,0.391,2
19.746,80.005,-0.559,-4.603,0.004,2
19.896,80.005,-1.939,-0.259,-1.008,2
20.447,80.005,1.074,4.195,-0.477,2
20.985,80.005,-1.171,-2.332,0.213,2
21.19,80.005,3.753,-0.693,2.369,2
21.197,80.005,-1.05,1.63,2.353,2
21.181,80.005,-8.616,-1.014,-2.904,2
21.21,80.005,8.391,-1.08,-3.227,2
21.198,80.005,5.554,1.717,-1.418,2
20.78,80.005,-11.37,-1.065,1.31,2
20.088,80.005,1.379,0.634,1.243,2
19.693,80.005,7.251,0.171,0.415,2
19.624,80,-4.394,0.661,0.986,2
19.621,80.005,-0.82,0.466,1.02,2
19.567,80.005,1.31,-1.633,2.161,2
19.495,80.005,-0.865,-0.127,-3.384,2
19.473,80.005,1.608,2.403,-0.133,2
19.497,80.005,-0.356,-2.098,1.913,2
19.523,80.005,-2.403,1.017,-0.344,2
19.535,80.005,1.709,-1.179,-1.04,2
19.547,80.005,1.814,-0.158,0.339,2
19.552,80.005,-3.074,1.696,1.859,2
19.536,80.005,0.752,-1.464,2.784,2
19.507,80.005,2.399,0.47,-2.446,2
19.511,80.005,-3.026,-0.418,-4.895,2
19.907,80.005,0.214,0.24,0.314,2
20.577,80.005,1.978,1.564,-1.167,2
20.961,80.005,0.368,-5.731,0.003,2
21.044,80.005,-3.324,8.641,2.538,2
21.022,80.005,0.88,-8.702,2.274,2
21.003,80.005,3.579,5.111,2.466,2
21.009,80.005,-3.131,-1.506,-1.758,2
21.032,80.005,-1.091,-0.017,-2.923,2
20.887,80.005,2.768,0.566,-0.381,2
20.401,80.005,-0.685,-0.539,-2.656,2
19.977,80.005,-0.014,-0.356,-0.282,2
19.851,79.175,-2.114,-0.13,0.728,2
19.848,79.18,1.596,-0.135,0.179,2
19.826,79.18,2.25,0.645,1.507,2
19.758,79.18,-3.104,-0.577,-1.435,2
19.691,79.18,-0.003,-0.784,-2.697,2
19.686,79.18,0.517,3.869,3.289,2
19.722,79.18,2.311,-4.741,1.856,2
19.745,79.18,-1.001,1.686,-2.089,2
19.754,79.18,-4.76,0.084,-0.774,2
19.756,79.18,5.185,2.449,1.642,2
19.747,79.18,2.28,-3.428,1.548,2
19.719,79.18,-6.854,2.8,0.952,2
19.725,79.18,2.476,-3.154,-0.503,2
20.127,79.18,3.051,5.077,0.048,2
20.719,79.18,-2.473,-6.265,-0.023,2
21.024,79.18,-0.574,3.747,0.784,2
21.06,79.18,0.535,2.23,-0.231,2
21.025,79.18,1.371,-6.027,-1.678,2
21.018,79.18,-1.759,6.774,0.196,2
21.047,79.18,0.631,-5.576,-0.324,2
21.073,79.18,1.201,3.893,-1.249,2
21.054,79.18,-3.025,-3.153,-0.977,2
20.728,79.18,2.602,1.394,0.659,2
20.205,79.18,0.719,1.669,1.108,2
19.9,79.18,-3.064,-2.817,-2.548,2
19.849,77.576,1.226,1.205,-1.341,2
19.852,77.581,1.818,-0.718,2.353,2
19.844,77.581,-1.588,0.139,0.992,2
19.817,77.581,-0.519,0.158,3.448,2
19.795,77.581,1.278,0.394,0.313,2
19.801,77.581,-1.903,-1.691,-1.421,2
19.808,77.581,0.291,2.249,0.001,2
19.817,77.581,3.455,-3.065,-1.997,2
19.832,77.581,-1.512,3.383,-1.022,2
19.843,77.581,-4.03,-2.058,2.438,2
19.833,77.581,1.971,0.496,1.974,2
19.906,77.581,4.657,0.173,-3.84,2
20.388,77.581,-2.833,-0.069,3.084,2
21.062,77.581,-4.435,0.313,0.995,2
21.409,77.581,4.438,-3.681,-6.194,2
21.449,77.581,1.533,5.279,-2.92,2
21.429,77.581,-3.724,-3.919,1.36,2
21.449,77.581,1.002,1.429,0.476,2
21.489,77.581,1.019,0.428,-0.381,2
21.514,77.581,-1.092,-0.158,4.581,2
21.468,77.581,0.692,-0.209,1.275,2
21.098,77.581,0.222,-0.551,-4.016,2
20.563,77.581,-0.777,0.482,-2.033,2
20.262,77.581,0.45,-1.018,-0.019,2
20.22,80,-0.515,0.592,0.179,2
20.24,80.005,0.525,-0.135,-3.47,2
20.24,80.005,0.529,1.976,2.23,2
20.204,80.005,-0.75,-4.868,2.219,2
20.168,80.005,-0.647,6.476,-1.687,2
20.172,80.005,0.63,-4.458,4.014,2
20.181,80.005,1.591,-0.148,-0.196,2
20.184,80.005,-2.14,2.939,-2.378,2
20.192,80.005,-0.904,-0.543,3.352,2
20.192,80.005,3.603,-0.575,0.076,2
20.179,80.005,-1.628,-1.849,-0.529,2
20.145,80.005,-2.578,2.539,-1.522,2
20.393,80.005,2.78,-0.609,-1.215,2
21.081,80.005,1.124,-1.458,1.452,2
21.623,80.005,-2.526,0.386,0.215,2
21.759,80.005,-0.814,1.497,0.935,2
21.728,80.005,2.503,-1.71,0.568,2
21.724,80.005,0.482,2.671,0.151,2
21.77,80.005,-2.281,-3.708,-0.795,2
21.833,80.005,-0.154,1.855,-1.005,2
21.812,80.005,1.533,-0.713,-0.726,2
21.46,80.005,0.9,0.72,0.031,2
21.006,80.005,-2.273,1.215,1.164,2
20.789,80.842,0.342,-2.408,-1.955,2
20.758,80.847,1.193,0.966,-0.167,2
20.759,80.847,-1.018,0.507,2.581,2
20.743,80.847,0.723,-0.354,1.615,2
20.71,80.847,-0.017,-0.138,-1.685,2
20.712,80.847,-1.262,-1.269,0.387,2
20.737,80.847,0.823,4.256,-0.481,2
20.766,80.847,1.651,-6.852,-1.282,2
20.794,80.847,-2.402,6.351,2.001,2
20.812,80.847,-0.853,-2.362,-0.542,2
20.815,80.847,4.685,-0.726,-0.502,2
20.802,80.847,-3.617,1.078,1.665,2
20.761,80.847,-2.626,-1.522,-2.349,2
20.807,80.847,6.622,0.373,0.614,2
21.308,80.847,-2.021,2.838,1.853,2
22.008,80.847,-5.418,-4.248,-1.416,2
22.354,80.847,4.815,2.476,-2.32,2
22.405,80.847,2.01,-0.141,0.55,2
22.382,80.847,-3.796,-1.003,-1.906,2
22.397,80.847,-0.327,1.829,-0.4,2
22.466,80.847,1.219,-1.33,4.034,2
22.377,80.847,1.936,-1.213,2.051,2
21.925,80.847,-1.056,3.072,-4.125,2
21.466,80.847,-3.804,-1.955,-0.089,2
21.293,80.842,3.924,0.005,2.331,2
21.275,80.847,2.061,-0.239,-1.195,2
21.274,80.847,-5.297,2.014,-1.208,2
21.254,80.847,1.959,-2.444,-0.799,2
21.253,80.847,2.883,1.3,0.411,2
21.283,80.847,-4.648,0.06,0.707,2
21.326,80.847,0.038,-1.787,2.026,2
21.36,80.847,5.995,2.027,1.635,2
21.395,80.847,-3.006,-2.558,-4.013,2
21.42,80.847,-4.918,4.601,0.158,2
21.433,80.847,4.653,-5.905,-0.395,2
21.428,80.847,3.413,4.507,0.795,2
21.404,80.847,-5.965,-0.943,1.216,2
21.497,80.847,-0.819,-3.491,-5.036,2
22.073,80.847,5.664,4.029,0.221,2
22.814,80.847,-2.395,0.707,-0.172,2
23.164,80.847,-2.114,-3.755,-0.464,2
23.186,80.847,2.629,2.204,2.114,2
23.164,80.847,-1.728,0.055,1.974,2
23.19,80.847,0.513,-0.358,1.17,2
23.25,80.847,1.526,-0.5,-1.942,2
23.004,80.847,-1.531,0.219,0.697,2
22.452,80.847,-0.831,1.247,-2.58,2
22.111,80.847,1.269,-3.429,-2.337,2
22.03,81.702,0.479,4.824,2.717,2
22.028,81.707,-0.284,-4.774,2.303,2
22.024,81.707,-1.255,1.683,-1.272,2
22.006,81.707,-0.604,0.919,-3.558,2
22.009,81.707,3.591,-1.002,-0.921,2
22.055,81.707,-0.958,-1.513,-0.118,2
22.109,81.707,-4.42,3.618,-2.893,2
22.152,81.707,3.231,-4.143,1.488,2
22.192,81.707,3.229,3.519,3.517,2
22.207,81.707,-4.161,-2.174,-0.49,2
22.202,81.707,-1.86,-0.611,-2.473,2
22.178,81.707,3.454,2.943,1.299,2
22.13,81.707,1.919,-0.952,-0.06,2
22.275,81.707,-3.177,-2.888,-0.665,2
22.852,81.707,-1.003,2.455,0.26,2
23.425,81.707,1.877,1.67,-0.667,2
23.628,81.707,0.005,-4.619,0.466,2
23.623,81.707,0.448,4.745,0.74,2
23.612,81.707,-0.763,-2.003,0.325,2
23.656,81.707,-1.497,-2.51,-0.339,2
23.701,81.707,1.789,6.312,1.349,2
23.399,81.707,1.914,-5.673,-0.308,2
22.88,81.707,-3.31,0.957,-1.751,2
22.585,81.707,-1.198,3.853,-0.707,2
22.528,80,4.784,-4.574,2.36,2
22.524,80.005,-1.075,3.052,2.665,2
22.497,80.005,-4.269,-0.467,0.976,2
22.456,80.005,3.417,0.174,-0.997,2
22.432,80.005,1.063,-1.665,-1.645,2
22.457,80.005,-2.358,2.037,-1.44,2
22.497,80.005,-0.342,-0.166,0.149,2
22.521,80.005,2.614,-3.073,0.697,2
22.539,80.005,-0.079,5.483,0.397,2
22.547,80.005,-3.721,-5.24,2.456,2
22.547,80.005,1.376,2.289,-0.821,2
22.528,80.005,2.548,-0.066,0.286,2
22.508,80.005,-1.785,1.676,1.36,2
22.839,80.005,0.811,-6.729,-0.386,2
23.453,80.005,-1.447,9.615,-1.604,2
23.852,80.005,-0.623,-6.014,0.916,2
23.922,80.005,3.526,2.921,4.642,2
23.899,80.005,-0.387,-0.327,-0.973,2
23.921,80.005,-3.834,-0.809,-0.483,2
23.99,80.005,0.285,-0.955,-1.022,2
23.992,80.005,3.858,2.937,-3.365,2
23.614,80.005,0.29,0.09,2.018,2
23.021,80.005,-4.427,-3.797,0.714,2
22.685,80.005,0.726,3.155,-4.685,2
22.626,80,3.499,1.253,1.873,2
22.624,80.005,-0.891,-3.972,0.35,2
22.605,80.005,-2.946,0.815,-1.826,2
22.575,80.005,0.598,2.556,-0.885,2
22.582,80.005,2.223,-2.076,1.376,2
22.634,80.005,0.327,-0.017,0.659,2
22.675,80.005,-1.59,0.664,-0.06,2
22.697,80.005,-1.392,0.476,-2.405,2
22.714,80.005,2.047,-1.77,-0.872,2
22.716,80.005,1.394,1.382,2.718,2
22.7,80.005,-3.235,0.588,-0.277,2
22.656,80.005,1.29,-2.091,0.736,2
22.647,80.005,1.402,-0.143,-3.281,2
23.02,80.005,-2.984,2.166,-2.968,2
23.644,80.005,2.547,1.583,-0.473,2
23.994,80.005,1.063,-6.71,-0.457,2
24.049,80.005,-4.988,7.425,5.553,2
24.038,80.005,3.386,-4.117,0.448,2
24.059,80.005,2.428,-1.093,-1.833,2
24.116,80.005,-4.468,3.759,2.44,2
24.18,80.005,0.557,-1.459,-1.232,2
23.981,80.005,2.634,-0.989,2.363,2
23.359,80.005,-1.034,-1.108,-0.833,2
22.817,80.005,-0.841,3.634,-3.843,2
22.651,79.175,-0.671,-3.01,-0.154,2
22.65,79.18,1.743,0.508,-0.168,2
22.649,79.18,0.914,1.365,0.919,2
22.62,79.18,-2.731,-1.333,1.339,2
22.607,79.18,-0.285,0.642,-1.257,2
22.633,79.18,2.861,-1.72,1.107,2
22.679,79.18,-0.359,2.853,2.848,2
22.706,79.18,-2.998,-1.834,0.09,2
22.723,79.18,1.982,0.286,1.008,2
22.734,79.18,2.087,0.824,0.491,2
22.744,79.18,-3.489,-1.612,-2.777,2
22.748,79.18,0.071,-0.181,-1.45,2
22.726,79.18,3.219,2.308,1.75,2
22.846,79.18,-1.714,-1.6,-1.211,2
23.385,79.18,-3.144,-0.187,-1.26,2
23.906,79.18,5.373,-0.887,0.672,2
24.046,79.18,-1.363,1.112,2.195,2
24.029,79.18,-6.074,2.716,-0.077,2
24.04,79.18,10.33,-4.968,-4.322,2
24.093,79.18,-4.041,4.527,-0.547,2
24.163,79.18,-8.814,-4.097,0.047,2
24.12,79.18,11.992,5.458,-1.272,2
23.659,79.18,-0.006,-5.889,-1.372,2
22.988,79.18,-11.219,3.32,1.716,2
22.617,78.367,7.141,0.345,-0.095,2
22.536,78.372,4.344,-2.555,-1.603,2
22.546,78.372,-7.663,1.998,1.548,2
22.538,78.372,2.469,0.419,0.043,2
22.517,78.372,2.037,-1.864,0.412,2
22.521,78.372,-3.661,2.174,0.548,2
22.545,78.372,4.572,-0.512,0.559,2
22.551,78.372,-2.333,-1.055,-0.64,2
22.548,78.372,-3.557,-1.048,0.088,2
22.553,78.372,6.216,3.514,-0.246,2
22.552,78.372,-1.436,-1.561,1.647,2
22.544,78.372,-3.679,-0.603,1.881,2
22.508,78.372,2.044,1.363,-1.926,2
22.577,78.372,0.623,-1.712,-2.09,2
23.104,78.372,1.364,2.505,0.291,2
23.686,78.372,-1.807,-4.754,-0.391,2
23.899,78.372,-2.338,5.181,1.404,2
23.892,78.372,2.665,-1.681,0.921,2
23.883,78.372,3.4,-3.533,-0.981,2
23.939,78.372,-5.489,6.641,-0.208,2
24.021,78.372,-0.882,-6.722,-1.458,2
23.965,78.372,5.245,4.937,2.241,2
23.428,78.372,-1.17,-2.403,0.475,2
22.676,78.372,-2.335,0.546,-0.488,2
22.273,80,-1.061,1.174,2.618,2
22.204,80.005,2.936,-2.343,1.725,2
22.202,80.005,2.118,2.768,-0.615,2
22.184,80.005,-4.895,0.043,-0.683,2
22.162,80.005,0.116,-1.932,2.215,2
22.179,80.005,3.532,0.252,-1.791,2
22.234,80.005,-0.368,1.79,-1.566,2
22.268,80.005,-2.602,-1.373,-2.534,2
22.289,80.005,0.245,0.65,1.007,2
22.301,80.005,2.448,-0.272,2.476,2
22.308,80.005,-1.687,0.41,0.544,2
22.297,80.005,0.452,-1.973,1.367,2
22.274,80.005,-0.441,2.359,-1.344,2
22.236,80.005,-0.98,-0.931,-0.413,2
22.479,80.005,3.033,0.296,1.01,2
23.134,80.005,-1.765,-0.487,-2.415,2
23.654,80.005,-0.828,-0.907,1.25,2
23.799,80.005,0.286,2.029,2.343,2
23.785,80.005,0.822,-2.888,-0.491,2
23.799,80.005,0.828,3.146,0.053,2
23.883,80.005,-1.995,-2.333,-0.574,2
23.797,80.005,0.162,1.358,0.818,2
23.228,80.005,1.279,-0.043,1.881,2
22.599,80.005,-0.373,-0.414,-2.905,2
22.365,80.842,-0.008,0.194,-0.525,2
22.368,80.847,-0.833,-1.081,1.535,2
22.367,80.847,-0.265,2.297,-0.124,2
22.309,80.847,3.341,-3.186,0.848,2
22.244,80.847,-3.336,4.396,1.248,2
22.228,80.847,-2.653,-5.466,-0.484,2
22.268,80.847,7.836,4.087,-0.422,2
22.352,80.847,-3.412,-1.948,0.193,2
22.432,80.847,-6.2,0.368,-1.401,2
22.471,80.847,8.601,1.423,-0.952,2
22.469,80.847,-0.197,-3.026,1.751,2
22.445,80.847,-9.045,2.724,-0.536,2
22.419,80.847,5.3,-2.246,-3.834,2
22.377,80.847,6.314,3.237,-0.272,2
22.343,80.847,-5.907,-5.571,1.423,2
22.521,80.847,-4.854,5.01,-0.798,2
22.971,80.847,4.416,-2.363,3.128,2
23.314,80.847,6.809,0.832,0.55,2
23.379,80.847,-6.24,-0.174,-3.141,2
23.372,80.847,-5.899,-0.691,-0.776,2
23.429,80.847,7.67,0.805,-0.217,2
23.166,80.847,1.436,0.241,0.686,2
22.581,80.847,-4.216,-0.86,-0.879,2
22.177,80.847,-0.135,-0.929,0.629,2
22.088,81.702,0.728,1.992,1.361,2
22.084,81.707,1.919,0.467,-1.645,2
22.039,81.707,-1.403,-4.227,0.047,2
21.966,81.707,-1.75,5.103,2.018,2
21.935,81.707,3.215,-3.714,-0.609,2
21.982,81.707,-1.646,2.295,-4.092,2
22.05,81.707,-0.342,-2.325,-2.439,2
22.109,81.707,1.218,4.352,7.019,2
22.177,81.707,-1.792,-5.939,2.087,2
22.243,81.707,1.267,5.917,-2.557,2
22.264,81.707,1.299,-2.621,1.523,2
22.234,81.707,-2.385,-1.345,-0.596,2
22.181,81.707,-0.319,2.88,-1.749,2
22.128,81.707,1.966,-3.191,0.249,2
22.101,81.707,0.599,3.869,-1.449,2
22.096,81.707,-2.384,-4.051,-2.776,2
22.097,81.707,-0.517,0.797,1.476,2
22.437,81.707,3.484,4.065,-1.567,2
23.103,81.707,-1.419,-6.61,-2.024,2
23.555,81.707,-2.288,4.455,3.65,2
23.667,81.707,1.833,-0.289,-0.594,2
23.308,81.707,0.999,-1.191,1.484,2
22.696,81.707,-1.177,0.773,3.548,2
22.382,81.707,-0.21,-0.244,0.743,2
22.373,80,0.006,0.825,-0.139,2
22.402,80.005,0.403,-2.121,0.178,2
22.367,80.005,0.118,2.378,0.121,2
22.285,80.005,-0.475,-1.181,-0.79,2
22.21,80.005,1.28,-2.161,-2.026,2
22.188,80.005,-2.93,6.39,1.355,2
22.211,80.005,2.057,-8.155,0.399,2
22.247,80.005,2.953,6.731,-0.898,2
22.284,80.005,-5.295,-3.836,2.155,2
22.315,80.005,-0.167,2.563,1.5,2
22.328,80.005,3.424,-0.004,-2.938,2
22.301,80.005,2.564,-5.222,0.44,2
22.252,80.005,-4.124,7.641,5.462,2
22.199,80.005,-4.803,-7.328,0.954,2
22.157,80.005,8.065,6.102,-3.381,2
22.143,80.005,1.227,-4.314,-1.308,2
22.147,80.005,-8.888,3.325,2.428,2
22.136,80.005,4.824,-4.051,2.047,2
22.247,80.005,2.732,5.581,-0.927,2
22.76,80.005,-4.512,-4.052,2.342,2
23.342,80.005,2.97,0.01,0.346,2
23.467,80.005,-1.384,2.251,-4.831,2
22.955,80.005,-1.643,-2.215,-2.254,2
22.408,80.005,4.364,0.193,2.181,2
22.281,78.367,-2.775,0.83,-1.7,2
22.34,78.372,-1.416,-0.335,-1.646,2
22.349,78.372,3.18,-0.301,3.22,2
22.276,78.372,-1.682,0.786,2.326,2
22.189,78.372,-0.799,-0.363,-0.649,2
22.157,78.372,3.199,-0.618,-0.963,2
22.154,78.372,-2.927,0.982,-2.773,2
22.163,78.372,-2.699,-1.517,-1.427,2
22.188,78.372,5.42,1.078,1.609,2
22.213,78.372,0.835,0.77,-0.278,2
22.227,78.372,-4.439,-3.455,1.986,2
22.209,78.372,-0.824,4.739,2.646,2
22.165,78.372,3.215,-3.942,-2.164,2
22.125,78.372,1.971,3.03,-0.797,2
22.101,78.372,-3.442,-1.537,3.01,2
22.091,78.372,-2.035,-2.005,-0.112,2
22.096,78.372,3.635,5.056,-3.52,2
22.11,78.372,1.578,-4.225,-0.327,2
22.104,78.372,-3.918,1.727,0.832,2
22.256,78.372,0.06,-0.599,-1.135,2
22.804,78.372,2.271,0.522,0.201,2
23.257,78.372,0.213,-0.87,1.742,2
22.938,78.372,-1.872,2.011,0.11,2
22.35,78.372,-0.2,-2.155,0.005,2
22.121,79.175,1.582,2.848,-1.584,2
22.177,79.18,-0.022,-3.747,-1.434,2
22.241,79.18,-0.457,2.469,-0.177,2
22.199,79.18,-0.718,-1.01,3.039,2
22.103,79.18,-0.275,-0.114,0.187,2
22.038,79.18,1.851,0.284,-3.565,2
22.021,79.18,-0.281,0.021,1.019,2
22.021,79.18,-2.094,-0.152,-0.803,2
22.033,79.18,1.721,0.291,-0.227,2
22.059,79.18,0.887,0.054,3.881,2
22.097,79.18,-3.053,-0.524,-2.37,2
22.113,79.18,1.36,-0.648,-1.568,2
22.099,79.18,3.333,2.34,-1.098,2
22.062,79.18,-4.479,-3.197,-0.326,2
22.011,79.18,-0.342,1.256,2.422,2
21.982,79.18,4.465,2.103,1.891,2
21.97,79.18,-2.395,-3.998,0.346,2
21.977,79.18,-2.36,3.136,0.939,2
21.964,79.18,3.683,-1.147,0.687,2
21.989,79.18,-1.275,-0.491,-0.365,2
22.352,79.18,-1.206,-0.151,2.665,2
22.889,79.18,1.202,1.898,1.138,2
22.945,79.18,0.105,-1.16,-0.835,2
22.351,79.18,0.064,-1.311,-1.843,2
21.802,79.18,-1.338,1.127,0.886,2
21.678,78.367,1.012,1.859,1.151,2
21.748,78.372,0.906,-2.826,-2.456,2
21.766,78.372,-1.635,0.351,-0.289,2
21.679,78.372,0.646,0.934,1.636,2
21.576,78.372,-0.371,-0.131,1.147,2
21.533,78.372,0.602,0.309,0.261,2
21.531,78.372,1.619,-1.115,-3.258,2
21.522,78.372,-4.15,1.537,-0.459,2
21.529,78.372,1.714,-1.764,-0.238,2
21.565,78.372,3.199,1.649,0.964,2
21.612,78.372,-3.307,-1.7,0.478,2
21.653,78.372,-0.691,1.431,-0.641,2
21.675,78.372,2.107,-1.467,-0.783,2
21.657,78.372,0.114,2.547,-1.655,2
21.588,78.372,-0.972,-2.289,-0.098,2
21.518,78.372,-0.452,1.694,-0.591,2
21.492,78.372,0.4,-1.003,1.799,2
21.493,78.372,0.867,0.297,2.132,2
21.547,78.372,-0.042,1.17,1.667,2
21.926,78.372,-1.337,-2.359,-1.548,2
22.499,78.372,0.316,1.66,-3.916,2
22.811,78.372,0.744,1.143,0.146,2
22.674,78.372,1.437,-3.571,0.031,2
22.177,78.372,-1.958,2.288,-3.572,2
21.792,78.372,-4.842,0.944,-0.468,2
21.716,76.8,7.765,-2.324,2.264,2
21.721,76.805,2.865,2.15,0.586,2
21.657,76.805,-10.53,-1.618,0.984,2
21.602,76.805,2.099,2.67,0.2,2
21.565,76.805,7.495,-3.293,-0.875,2
21.537,76.805,-3.802,2.047,-0.957,2
21.528,76.805,-3.525,-1.317,0.257,2
21.546,76.805,1.764,0.212,1.731,2
21.578,76.805,3.003,1.24,0.016,2
21.611,76.805,-0.932,-1.509,-0.303,2
21.63,76.805,-3.099,1.39,1.62,2
21.612,76.805,1.057,0.009,1.191,2
21.573,76.805,2.797,-0.497,-2.08,2
21.535,76.805,-1.294,0.225,-1.728,2
21.484,76.805,-1.769,-1.695,2.804,2
21.423,76.805,0.354,4.331,0.246,2
21.381,76.805,1.494,-4.832,-0.321,2
21.376,76.805,1.562,3.55,-0.121,2
21.649,76.805,-4.313,-2.708,-4.827,2
22.21,76.805,0.724,1.23,0.171,2
22.602,76.805,3.359,-0.039,1.081,2
22.692,76.805,-1.318,-1.859,-1.364,2
22.678,76.805,-1.852,2.742,1.601,2
22.362,76.805,-0.344,-2.799,0.161,2
21.701,76.805,2.899,0.959,1.614,2
21.215,76.805,0.185,-0.13,0.222,2
21.057,73.846,-3.596,2.649,0.758,2
21.047,73.851,1.289,-4.848,1.448,2
21.031,73.851,2.724,4.076,1.226,2
20.959,73.851,-2.495,-1.303,-0.512,2
20.89,73.851,-0.786,0.42,-0.955,2
20.873,73.851,2.338,-0.12,-2.387,2
20.905,73.851,-0.933,-1.007,-0.997,2
20.937,73.851,-0.223,-0.233,0.107,2
20.967,73.851,-0.49,2.969,4.632,2
20.996,73.851,0.463,-4.618,0.955,2
20.999,73.851,0.776,3.936,-3.598,2
20.982,73.851,-0.225,-1.752,0.385,2
20.956,73.851,-1.426,0.559,0.015,2
20.935,73.851,1.075,-1.747,-3.928,2
20.915,73.851,0.319,4.82,-3.301,2
20.9,73.851,-0.03,-3.81,1.675,2
20.925,73.851,-0.831,-0.964,2.93,2
21.304,73.851,-0.153,2.577,4.351,2
21.906,73.851,1.938,-1.943,0.976,2
22.235,73.851,-1.985,3.16,-2.234,2
22.28,73.851,-0.336,-2.868,-0.527,2
22.273,73.851,3.265,-0.446,0.133,2
22.177,73.851,-3.792,2.406,-1.279,2
21.685,73.851,0.561,-2.257,-1.784,2
21.071,73.851,4.102,2.975,2.226,2
20.76,75.294,-5.523,-1.427,1.217,2
20.72,75.299,1.692,-1.892,-0.305,2
20.715,75.299,3.495,2.418,-1.186,2
20.66,75.299,-4.317,-1.633,-1.541,2
20.592,75.299,0.768,2.067,3.992,2
20.566,75.299,2.129,-2.074,0.183,2
20.583,75.299,-1.83,1.387,-0.519,2
20.615,75.299,1.222,-0.332,-0.359,2
20.645,75.299,-0.869,1.091,-3.555,2
20.662,75.299,-2.87,-2.654,-2.525,2
20.659,75.299,5.271,3.355,-2.962,2
20.639,75.299,0.441,-1.399,-3.031,2
20.619,75.299,-5.15,-2.064,2.193,2
20.594,75.299,0.412,3.039,3.76,2
20.585,75.299,3.575,-3.126,-2.266,2
20.58,75.299,1.031,2.608,0.263,2
20.611,75.299,-3.322,-3.027,0.66,2
21.007,75.299,-3.48,2.935,0.159,2
21.656,75.299,6.572,-1.545,-0.326,2
22.048,75.299,2.258,2.154,0.731,2
22.112,75.299,-9.339,-3.197,0.004,2
22.112,75.299,2.599,1.819,-2.734,2
21.985,75.299,6.401,-0.156,-1.094,2
21.469,75.299,-3.844,-0.335,-1.612,2
20.905,75.299,-2.536,-0.347,-0.978,2
20.675,77.576,1.032,0.783,1.693,2
20.659,77.581,2.65,-0.818,4.533,2
20.642,77.581,0.177,-0.132,-1.073,2
20.565,77.581,-4.24,1.245,-0.975,2
20.482,77.581,2.017,-1.517,1.362,2
20.455,77.581,2.901,1.911,0.664,2
20.483,77.581,-3.444,-2.342,1.888,2
20.526,77.581,-0.227,0.678,-3.978,2
20.568,77.581,2.137,1.288,-3.362,2
20.6,77.581,0.114,-1.087,-1.897,2
20.621,77.581,-1.744,-1.996,-2.464,2
20.62,77.581,-0.234,3.193,1.244,2
20.587,77.581,1.485,-0.75,2.46,2
20.547,77.581,1.118,-1.963,2.693,2
20.512,77.581,-3.04,4.645,0.047,2
20.491,77.581,-0.001,-8.773,-1.561,2
20.472,77.581,3.592,10.413,-1.458,2
20.567,77.581,-1.76,-7.211,1.215,2
21.117,77.581,-2.86,0.325,0.892,2
21.785,77.581,2.681,5.907,1.093,2
22.127,77.581,1.871,-7.286,2.568,2
22.156,77.581,-2.283,5.901,-1.21,2
21.769,77.581,-1.976,-2.976,-1.713,2
21.217,77.581,2.737,-0.044,-0.883,2
20.926,77.581,1.336,1.159,-1.39,2
